Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
163661151,E24,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:47:07 AM,12/31/2016 10:48:28 AM,,,Fire,12/31/2016 11:04:26 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,false,Alarm,1,ENGINE,1,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-E24
163661151,E12,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:47:37 AM,,,,Fire,12/31/2016 10:49:30 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,true,Alarm,1,ENGINE,4,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-E12
163661151,E06,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:47:24 AM,,,,Fire,12/31/2016 10:49:16 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,true,Alarm,1,ENGINE,8,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-E06
163661151,D3,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:46:55 AM,,,,Fire,12/31/2016 10:49:16 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,false,Alarm,1,CHIEF,7,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-D3
163661151,B06,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:47:19 AM,12/31/2016 10:52:37 AM,,,Fire,12/31/2016 10:59:10 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,false,Alarm,1,CHIEF,3,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-B06
163661151,B02,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:47:49 AM,,,,Fire,12/31/2016 10:49:16 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,false,Alarm,1,CHIEF,6,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-B02
163661151,89,16146698,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:44:22 AM,12/31/2016 10:45:20 AM,12/31/2016 10:46:01 AM,12/31/2016 10:48:31 AM,,,,Fire,12/31/2016 10:48:41 AM,0 Block of SEWARD ST,San Francisco,94114,B06,24,5441,3,3,3,true,Alarm,1,MEDIC,10,6,8,Twin Peaks,"(37.7578541400241, -122.439363927978)",163661151-89
163661142,57,16146697,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:37:51 AM,12/31/2016 10:39:11 AM,12/31/2016 10:40:05 AM,12/31/2016 10:40:18 AM,12/31/2016 10:50:06 AM,12/31/2016 11:21:50 AM,12/31/2016 11:43:19 AM,Code 3 Transport,12/31/2016 12:17:18 PM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,5,Pacific Heights,"(37.7870817886663, -122.425867820141)",163661142-57
163661105,85,16146696,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:24:38 AM,12/31/2016 10:26:26 AM,12/31/2016 10:26:45 AM,12/31/2016 10:26:52 AM,12/31/2016 10:42:02 AM,12/31/2016 10:49:08 AM,12/31/2016 10:56:09 AM,Code 2 Transport,12/31/2016 11:27:21 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1647,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.7788323158792, -122.415642487855)",163661105-85
163661092,71,16146695,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:22:53 AM,12/31/2016 10:22:53 AM,12/31/2016 10:22:53 AM,12/31/2016 10:22:53 AM,12/31/2016 10:22:53 AM,,,Patient Declined Transport,12/31/2016 10:47:57 AM,11TH AV/CLEMENT ST,San Francisco,94118,B07,31,7141,2,2,2,true,Non Life-threatening,1,MEDIC,1,7,1,Inner Richmond,"(37.7827019033565, -122.469769989907)",163661092-71
163661090,58,16146694,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:14:01 AM,12/31/2016 10:22:35 AM,12/31/2016 10:23:17 AM,12/31/2016 10:23:33 AM,12/31/2016 10:34:42 AM,12/31/2016 10:54:01 AM,12/31/2016 11:04:05 AM,Code 2 Transport,12/31/2016 11:29:52 AM,2400 Block of BRYANT ST,San Francisco,94110,B06,07,5474,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,"(37.7551929288845, -122.409437552243)",163661090-58
163661083,55,16146693,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:18:39 AM,12/31/2016 10:20:05 AM,12/31/2016 10:21:25 AM,12/31/2016 10:21:29 AM,12/31/2016 10:27:39 AM,12/31/2016 10:41:45 AM,12/31/2016 10:58:48 AM,Code 2 Transport,12/31/2016 11:23:19 AM,200 Block of 13TH ST,San Francisco,94103,B02,36,5123,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,9,Mission,"(37.7697208630457, -122.417949217834)",163661083-55
163661081,63,16146692,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:14:17 AM,12/31/2016 10:19:58 AM,12/31/2016 10:20:52 AM,12/31/2016 10:20:59 AM,12/31/2016 10:37:30 AM,12/31/2016 11:04:30 AM,12/31/2016 11:34:03 AM,Code 2 Transport,12/31/2016 12:01:22 PM,800 Block of MARKET ST,San Francisco,94102,B03,01,2209,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,3,Tenderloin,"(37.7843455364627, -122.407785146121)",163661081-63
163661074,T03,16146691,Elevator / Escalator Rescue,12/31/2016,12/31/2016,12/31/2016 10:16:37 AM,12/31/2016 10:17:39 AM,12/31/2016 10:17:54 AM,12/31/2016 10:18:35 AM,12/31/2016 10:20:27 AM,,,Fire,12/31/2016 10:44:12 AM,2000 Block of FRANKLIN ST,San Francisco,94109,B04,38,3226,3,3,3,false,Alarm,1,TRUCK,1,4,2,Pacific Heights,"(37.7932922930477, -122.424537680646)",163661074-T03
163661037,52,16146690,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:08:02 AM,12/31/2016 10:08:02 AM,12/31/2016 10:08:14 AM,12/31/2016 10:08:20 AM,12/31/2016 10:24:18 AM,,,Patient Declined Transport,12/31/2016 10:44:38 AM,1100 Block of HARRISON ST,San Francisco,94103,B03,08,2312,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7740164857371, -122.408093281105)",163661037-52
163661025,RC3,16146689,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:03:38 AM,12/31/2016 10:03:38 AM,12/31/2016 10:20:30 AM,12/31/2016 10:20:30 AM,12/31/2016 10:20:30 AM,,,Code 2 Transport,12/31/2016 10:25:22 AM,24TH ST/FOLSOM ST,San Francisco,94110,B06,07,5526,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,6,9,Mission,"(37.7525060662321, -122.414086032423)",163661025-RC3
163661025,64,16146689,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:03:38 AM,12/31/2016 10:03:38 AM,12/31/2016 10:03:54 AM,12/31/2016 10:04:04 AM,12/31/2016 10:12:39 AM,12/31/2016 10:39:04 AM,12/31/2016 10:47:50 AM,Code 2 Transport,12/31/2016 11:21:24 AM,24TH ST/FOLSOM ST,San Francisco,94110,B06,07,5526,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,"(37.7525060662321, -122.414086032423)",163661025-64
163661018,RC1,16146688,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:01:13 AM,12/31/2016 10:01:51 AM,12/31/2016 10:02:13 AM,12/31/2016 10:04:46 AM,12/31/2016 10:09:24 AM,,,Code 2 Transport,12/31/2016 10:12:09 AM,1900 Block of BROADWAY,San Francisco,94123,B04,38,3355,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,2,Pacific Heights,"(37.7950545006064, -122.429177912873)",163661018-RC1
163661018,E38,16146688,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:01:13 AM,12/31/2016 10:01:51 AM,12/31/2016 10:02:13 AM,12/31/2016 10:02:30 AM,12/31/2016 10:04:26 AM,,,Code 2 Transport,12/31/2016 10:19:21 AM,1900 Block of BROADWAY,San Francisco,94123,B04,38,3355,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Pacific Heights,"(37.7950545006064, -122.429177912873)",163661018-E38
163661018,61,16146688,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:01:13 AM,12/31/2016 10:01:51 AM,12/31/2016 10:02:13 AM,12/31/2016 10:02:19 AM,12/31/2016 10:07:46 AM,12/31/2016 10:25:55 AM,12/31/2016 10:50:45 AM,Code 2 Transport,12/31/2016 11:24:50 AM,1900 Block of BROADWAY,San Francisco,94123,B04,38,3355,E,E,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Pacific Heights,"(37.7950545006064, -122.429177912873)",163661018-61
163660993,KM13,16146687,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:47:27 AM,12/31/2016 09:49:51 AM,12/31/2016 09:51:55 AM,12/31/2016 09:52:51 AM,12/31/2016 10:01:44 AM,12/31/2016 10:15:37 AM,12/31/2016 10:40:43 AM,Code 2 Transport,12/31/2016 11:09:34 AM,300 Block of POTRERO AVE,San Francisco,94110,B02,29,2416,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,10,Mission,"(37.7651317205291, -122.407546004301)",163660993-KM13
163660993,E29,16146687,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:47:27 AM,12/31/2016 09:49:51 AM,12/31/2016 09:51:55 AM,12/31/2016 09:52:19 AM,12/31/2016 09:55:14 AM,,,Code 2 Transport,12/31/2016 10:07:55 AM,300 Block of POTRERO AVE,San Francisco,94110,B02,29,2416,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Mission,"(37.7651317205291, -122.407546004301)",163660993-E29
163660966,76,16146686,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:39:08 AM,12/31/2016 09:40:37 AM,12/31/2016 09:41:45 AM,12/31/2016 09:42:00 AM,12/31/2016 09:49:15 AM,12/31/2016 10:18:33 AM,12/31/2016 10:52:17 AM,Code 2 Transport,12/31/2016 11:23:54 AM,1100 Block of HOWARD ST,San Francisco,94103,B03,01,2314,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.7777263414712, -122.409605982336)",163660966-76
163660960,E41,16146685,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:30:38 AM,12/31/2016 09:36:34 AM,12/31/2016 09:38:37 AM,12/31/2016 09:39:37 AM,,,,Code 2 Transport,12/31/2016 09:43:44 AM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,ENGINE,3,4,6,Tenderloin,"(37.7853258318143, -122.417091509186)",163660960-E41
163660960,E03,16146685,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:30:38 AM,12/31/2016 09:36:34 AM,12/31/2016 09:43:52 AM,12/31/2016 09:43:52 AM,12/31/2016 09:45:24 AM,,,Code 2 Transport,12/31/2016 09:56:37 AM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.7853258318143, -122.417091509186)",163660960-E03
163660960,74,16146685,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:30:38 AM,12/31/2016 09:36:34 AM,12/31/2016 09:38:37 AM,12/31/2016 09:39:03 AM,12/31/2016 09:49:36 AM,12/31/2016 10:10:39 AM,12/31/2016 10:42:12 AM,Code 2 Transport,12/31/2016 11:07:04 AM,700 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,"(37.7853258318143, -122.417091509186)",163660960-74
163660943,59,16146684,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:29:11 AM,12/31/2016 09:29:11 AM,12/31/2016 09:31:39 AM,12/31/2016 09:31:39 AM,12/31/2016 09:33:28 AM,,,SFPD,12/31/2016 10:50:26 AM,400 Block of STANYAN ST,San Francisco,94117,B07,21,4556,2,2,2,true,Non Life-threatening,1,MEDIC,2,5,1,Lone Mountain/USF,"(37.7738357034539, -122.454406709474)",163660943-59
163660943,52,16146684,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:29:11 AM,12/31/2016 09:29:11 AM,12/31/2016 09:29:11 AM,12/31/2016 09:29:11 AM,12/31/2016 09:29:11 AM,,,SFPD,12/31/2016 09:43:45 AM,400 Block of STANYAN ST,San Francisco,94117,B07,21,4556,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,1,Lone Mountain/USF,"(37.7738357034539, -122.454406709474)",163660943-52
163660940,E05,16146683,Traffic Collision,12/31/2016,12/31/2016,12/31/2016 09:28:09 AM,12/31/2016 09:28:09 AM,12/31/2016 09:28:47 AM,12/31/2016 09:28:57 AM,12/31/2016 09:32:34 AM,,,Code 2 Transport,12/31/2016 09:42:43 AM,GEARY BL/STEINER ST,San Francisco,94115,B04,05,3541,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,5,Western Addition,"(37.7841518625627, -122.434562099013)",163660940-E05
163660940,65,16146683,Traffic Collision,12/31/2016,12/31/2016,12/31/2016 09:28:09 AM,12/31/2016 09:28:09 AM,12/31/2016 09:28:47 AM,12/31/2016 09:28:56 AM,12/31/2016 09:39:09 AM,12/31/2016 10:02:10 AM,12/31/2016 10:17:00 AM,Code 2 Transport,12/31/2016 10:48:34 AM,GEARY BL/STEINER ST,San Francisco,94115,B04,05,3541,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,5,Western Addition,"(37.7841518625627, -122.434562099013)",163660940-65
163660927,E06,16146682,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:22:58 AM,12/31/2016 09:24:15 AM,12/31/2016 09:24:51 AM,12/31/2016 09:25:01 AM,12/31/2016 09:26:01 AM,,,Code 2 Transport,12/31/2016 09:34:28 AM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,8,Castro/Upper Market,"(37.7681974804348, -122.435640192922)",163660927-E06
163660927,63,16146682,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:22:58 AM,12/31/2016 09:24:15 AM,12/31/2016 09:24:51 AM,12/31/2016 09:24:59 AM,12/31/2016 09:27:42 AM,12/31/2016 09:44:58 AM,12/31/2016 09:46:12 AM,Code 2 Transport,12/31/2016 10:19:53 AM,0 Block of CASTRO ST,San Francisco,94114,B05,06,0513,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,8,Castro/Upper Market,"(37.7681974804348, -122.435640192922)",163660927-63
163660926,T15,16146681,Alarms,12/31/2016,12/31/2016,12/31/2016 09:23:27 AM,12/31/2016 09:24:00 AM,12/31/2016 09:24:19 AM,12/31/2016 09:25:25 AM,,,,Fire,12/31/2016 09:26:05 AM,200 Block of ONEIDA AVE,San Francisco,94112,B09,15,0828,3,3,3,false,Alarm,1,TRUCK,3,9,11,Outer Mission,"(37.7218642111521, -122.442994070235)",163660926-T15
163660926,E15,16146681,Alarms,12/31/2016,12/31/2016,12/31/2016 09:23:27 AM,12/31/2016 09:24:00 AM,12/31/2016 09:24:19 AM,12/31/2016 09:26:14 AM,12/31/2016 09:28:06 AM,,,Fire,12/31/2016 09:33:52 AM,200 Block of ONEIDA AVE,San Francisco,94112,B09,15,0828,3,3,3,true,Alarm,1,ENGINE,1,9,11,Outer Mission,"(37.7218642111521, -122.442994070235)",163660926-E15
163660926,B09,16146681,Alarms,12/31/2016,12/31/2016,12/31/2016 09:23:27 AM,12/31/2016 09:24:00 AM,12/31/2016 09:24:19 AM,12/31/2016 09:24:59 AM,,,,Fire,12/31/2016 09:26:35 AM,200 Block of ONEIDA AVE,San Francisco,94112,B09,15,0828,3,3,3,false,Alarm,1,CHIEF,2,9,11,Outer Mission,"(37.7218642111521, -122.442994070235)",163660926-B09
163660922,KM11,16146680,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:21:52 AM,12/31/2016 09:22:36 AM,12/31/2016 09:23:09 AM,12/31/2016 09:27:18 AM,12/31/2016 09:30:20 AM,12/31/2016 09:51:35 AM,12/31/2016 10:10:11 AM,Code 2 Transport,12/31/2016 10:40:14 AM,500 Block of LEAVENWORTH ST,San Francisco,94102,B04,03,1544,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,6,Tenderloin,"(37.7860598457137, -122.414643592857)",163660922-KM11
163660922,E03,16146680,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:21:52 AM,12/31/2016 09:22:36 AM,12/31/2016 09:23:09 AM,12/31/2016 09:24:42 AM,12/31/2016 09:25:45 AM,,,Code 2 Transport,12/31/2016 09:42:16 AM,500 Block of LEAVENWORTH ST,San Francisco,94102,B04,03,1544,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,6,Tenderloin,"(37.7860598457137, -122.414643592857)",163660922-E03
163660921,KM04,16146679,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:16:03 AM,12/31/2016 09:21:55 AM,12/31/2016 09:23:48 AM,12/31/2016 09:24:23 AM,12/31/2016 09:29:47 AM,12/31/2016 09:49:19 AM,12/31/2016 09:59:32 AM,Code 2 Transport,12/31/2016 10:24:13 AM,1000 Block of FILLMORE ST,San Francisco,94115,B05,05,3534,2,2,2,false,Non Life-threatening,1,PRIVATE,1,5,5,Western Addition,"(37.7790893832209, -122.431925839018)",163660921-KM04
163660912,85,16146678,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:19:18 AM,12/31/2016 09:19:18 AM,12/31/2016 09:19:43 AM,12/31/2016 09:19:49 AM,12/31/2016 09:30:16 AM,,,Patient Declined Transport,12/31/2016 10:03:33 AM,100 Block of 6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7807144867659, -122.408483722327)",163660912-85
163660892,E18,16146677,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:08:32 AM,12/31/2016 09:10:45 AM,12/31/2016 09:11:18 AM,12/31/2016 09:13:11 AM,12/31/2016 09:18:07 AM,,,Code 3 Transport,12/31/2016 10:02:59 AM,1700 Block of 39TH AVE,San Francisco,94122,B08,18,7624,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7542209744656, -122.498035671593)",163660892-E18
163660892,89,16146677,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:08:32 AM,12/31/2016 09:10:45 AM,12/31/2016 09:11:18 AM,12/31/2016 09:11:28 AM,12/31/2016 09:19:04 AM,12/31/2016 09:32:55 AM,12/31/2016 09:47:56 AM,Code 3 Transport,12/31/2016 10:42:49 AM,1700 Block of 39TH AVE,San Francisco,94122,B08,18,7624,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7542209744656, -122.498035671593)",163660892-89
163660887,E01,16146676,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:07:59 AM,12/31/2016 09:09:16 AM,12/31/2016 09:09:29 AM,12/31/2016 09:10:29 AM,,,,Code 2 Transport,12/31/2016 09:35:47 AM,200 Block of 7TH ST,San Francisco,94103,B03,01,2314,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7774003641379, -122.408565501698)",163660887-E01
163660887,AM02,16146676,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:07:59 AM,12/31/2016 09:09:16 AM,12/31/2016 09:09:29 AM,12/31/2016 09:10:01 AM,12/31/2016 09:12:06 AM,12/31/2016 09:33:02 AM,12/31/2016 09:56:01 AM,Code 2 Transport,12/31/2016 10:21:17 AM,200 Block of 7TH ST,San Francisco,94103,B03,01,2314,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,South of Market,"(37.7774003641379, -122.408565501698)",163660887-AM02
163660885,54,16146675,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:08:58 AM,12/31/2016 09:08:58 AM,12/31/2016 09:10:03 AM,12/31/2016 09:10:11 AM,12/31/2016 09:21:51 AM,12/31/2016 09:26:33 AM,12/31/2016 09:55:55 AM,Code 2 Transport,12/31/2016 10:47:56 AM,1400 Block of SOUTH VAN NESS AVE,San Francisco,94110,B06,11,5534,2,3,3,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,"(37.7499757964292, -122.415962155058)",163660885-54
163660876,T09,16146674,Structure Fire,12/31/2016,12/31/2016,12/31/2016 09:03:45 AM,12/31/2016 09:03:45 AM,12/31/2016 09:04:03 AM,12/31/2016 09:04:55 AM,,,,Fire,12/31/2016 09:06:54 AM,BAYSHORE BL/OAKDALE AV,San Francisco,94124,B10,09,6376,3,3,3,false,Alarm,1,TRUCK,2,10,9,Bernal Heights,"(37.7430512050759, -122.40524238682)",163660876-T09
163660876,E09,16146674,Structure Fire,12/31/2016,12/31/2016,12/31/2016 09:03:45 AM,12/31/2016 09:03:45 AM,12/31/2016 09:04:03 AM,12/31/2016 09:04:22 AM,12/31/2016 09:06:09 AM,,,Fire,12/31/2016 09:06:54 AM,BAYSHORE BL/OAKDALE AV,San Francisco,94124,B10,09,6376,3,3,3,true,Alarm,1,ENGINE,1,10,9,Bernal Heights,"(37.7430512050759, -122.40524238682)",163660876-E09
163660875,53,16146673,Medical Incident,12/31/2016,12/31/2016,12/31/2016 09:03:23 AM,12/31/2016 09:03:23 AM,12/31/2016 09:03:33 AM,12/31/2016 09:03:42 AM,12/31/2016 09:11:32 AM,12/31/2016 09:27:04 AM,12/31/2016 09:44:01 AM,Code 2 Transport,12/31/2016 10:37:31 AM,1100 Block of POWHATTAN AVE,San Francisco,94110,B10,32,5722,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,9,Bernal Heights,"(37.7412420606904, -122.409129256568)",163660875-53
163660862,79,16146672,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:55:00 AM,12/31/2016 08:56:47 AM,12/31/2016 08:57:00 AM,12/31/2016 08:57:18 AM,12/31/2016 09:20:37 AM,12/31/2016 09:45:40 AM,12/31/2016 10:01:23 AM,Code 2 Transport,12/31/2016 10:38:54 AM,0 Block of FAXON AVE,San Francisco,94112,B09,33,8373,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,"(37.7170178724404, -122.46029636669)",163660862-79
163660861,77,16146671,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:54:20 AM,12/31/2016 08:55:24 AM,12/31/2016 08:55:37 AM,12/31/2016 08:55:47 AM,12/31/2016 09:15:10 AM,12/31/2016 09:41:12 AM,12/31/2016 09:49:37 AM,Code 2 Transport,12/31/2016 10:38:47 AM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.7776242389287, -122.39998111124)",163660861-77
163660858,E43,16146670,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:50:46 AM,12/31/2016 08:52:29 AM,12/31/2016 08:52:51 AM,12/31/2016 08:54:25 AM,12/31/2016 08:58:10 AM,,,Code 2 Transport,12/31/2016 09:10:28 AM,1600 Block of GENEVA AVE,San Francisco,94112,B09,43,6172,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,11,Excelsior,"(37.7115816415732, -122.427965645504)",163660858-E43
163660858,62,16146670,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:50:46 AM,12/31/2016 08:52:29 AM,12/31/2016 08:52:51 AM,12/31/2016 08:52:55 AM,12/31/2016 09:01:18 AM,12/31/2016 09:27:21 AM,12/31/2016 09:48:48 AM,Code 2 Transport,12/31/2016 10:35:54 AM,1600 Block of GENEVA AVE,San Francisco,94112,B09,43,6172,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,11,Excelsior,"(37.7115816415732, -122.427965645504)",163660858-62
163660842,55,16146669,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:46:51 AM,12/31/2016 08:48:40 AM,12/31/2016 08:49:00 AM,12/31/2016 08:49:05 AM,12/31/2016 08:57:08 AM,12/31/2016 09:15:20 AM,12/31/2016 09:35:59 AM,Code 2 Transport,12/31/2016 10:10:13 AM,0 Block of SPOFFORD ST,San Francisco,94108,B01,13,1313,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,"(37.7945862444358, -122.407321394337)",163660842-55
163660836,T12,16146668,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:45:49 AM,12/31/2016 08:46:17 AM,12/31/2016 08:46:29 AM,12/31/2016 08:48:36 AM,,,,Fire,12/31/2016 09:18:22 AM,0 Block of CRESTLINE DR,San Francisco,94131,B06,24,5284,3,3,3,false,Alarm,1,TRUCK,8,6,8,Twin Peaks,"(37.7501301863303, -122.446483988175)",163660836-T12
163660836,T11,16146668,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:45:49 AM,12/31/2016 08:46:17 AM,12/31/2016 08:46:29 AM,12/31/2016 08:49:03 AM,12/31/2016 08:53:23 AM,,,Fire,12/31/2016 09:16:34 AM,0 Block of CRESTLINE DR,San Francisco,94131,B06,24,5284,3,3,3,false,Alarm,1,TRUCK,3,6,8,Twin Peaks,"(37.7501301863303, -122.446483988175)",163660836-T11
163660836,RS2,16146668,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:45:49 AM,12/31/2016 08:46:17 AM,12/31/2016 08:46:29 AM,12/31/2016 08:47:49 AM,12/31/2016 08:56:10 AM,,,Fire,12/31/2016 09:05:04 AM,0 Block of CRESTLINE DR,San Francisco,94131,B06,24,5284,3,3,3,false,Alarm,1,RESCUE SQUAD,7,6,8,Twin Peaks,"(37.7501301863303, -122.446483988175)",163660836-RS2
163660836,E39,16146668,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:45:49 AM,12/31/2016 08:46:17 AM,12/31/2016 08:46:29 AM,12/31/2016 08:48:07 AM,,,,Fire,12/31/2016 09:11:26 AM,0 Block of CRESTLINE DR,San Francisco,94131,B06,24,5284,3,3,3,true,Alarm,1,ENGINE,10,6,8,Twin Peaks,"(37.7501301863303, -122.446483988175)",163660836-E39
163660836,E26,16146668,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:45:49 AM,12/31/2016 08:46:17 AM,12/31/2016 08:46:29 AM,12/31/2016 08:49:53 AM,,,,Fire,12/31/2016 09:14:56 AM,0 Block of CRESTLINE DR,San Francisco,94131,B06,24,5284,3,3,3,true,Alarm,1,ENGINE,9,6,8,Twin Peaks,"(37.7501301863303, -122.446483988175)",163660836-E26
